"","60F_Avg","60M_Avg","48F_Avg","48M_Avg","36F_Avg","36M_Avg","18F_Avg","18M_Avg","7F_Avg","7M_Avg"
"gene-VSNL1|VSNL1",84.2,113,89.8,42,44.8,24.2,69.8,79,110,130.6
"gene-SLC39A3|SLC39A3",29.8,58,43.8,59.4,44.8,47,85.6,38.4,80.6,44.6
"gene-ANKRD50|ANKRD50",455.4,1202,498.4,996.8,718.6,1128.6,1215,1359.2,1455.4,1389.6
"gene-LOC132775834|LOC132775834",364,454.666666666667,116.4,457,407.4,1073.2,731.8,1098,831.8,824.8
"gene-PROSER3|PROSER3",362.8,376,145.4,130,116.6,88,269.8,41,83.6,38.6
"gene-LOC132775284|LOC132775284",2,3.66666666666667,1.8,5,2.2,3.6,5.2,1.2,4.6,1.2
"gene-TXLNA|TXLNA",457.6,886.666666666667,618.6,885,603,792.8,1061,737.2,881.6,618.2
"gene-LOC137095925|LOC137095925",0,0,0,0,0,0.6,0,0.4,0,0
"gene-POU2AF2|POU2AF2",1.6,0,5.6,3.2,2,0.6,0,2.2,0,0
"gene-LOC132779090|LOC132779090",200.6,341,192,683.8,264,319.6,406.8,342.8,107.2,82.2
"gene-LOC132771530|LOC132771530",4.2,5.33333333333333,6.6,4.2,10.8,5.6,4.4,5.6,6.8,5.6
"gene-ZCCHC17|ZCCHC17",398,425.666666666667,351.2,389.2,692,407.2,547.8,450,592.4,377.4
"gene-LOC132769907|LOC132769907",82.6,63.6666666666667,58.4,92.8,97.4,95.2,139,77.2,38.6,55
"gene-LOC132777701|LOC132777701",130.2,191.666666666667,109,250.4,144.4,307.6,264.4,216.2,179.4,159.2
"gene-LOC137095876|LOC137095876",33.6,22.3333333333333,59.6,370.8,45.4,71.8,18.6,10.8,0,0.8
"gene-CPM|CPM",322.4,916.333333333333,293.6,931.2,301.6,451.2,298.8,196.8,70.4,42.2
"gene-AK2|AK2",3191.8,2861.33333333333,3484.4,3458.4,3784.2,2603.2,3814.4,2776,4781,3703
"gene-LOC132782799|LOC132782799",4.4,0,3,12.2,5.6,22.6,63,4,0,6.6
"gene-TMEFF2|TMEFF2",0.6,0,1.4,4.4,6.2,4.6,3.2,4.8,0,1.6
"gene-SV2C|SV2C",1,0,4.6,4.6,3.2,1,0,3.2,1.4,1.4
"gene-LOC132764938|LOC132764938",0,0,0,0,0,0,0,0,0,0
"gene-THAP12|THAP12",45.6,138,40.6,127.6,71,112.2,166.6,120.8,146.8,115.8
"gene-RIBC2|RIBC2",1.2,9.66666666666667,1.2,2.4,4,6.4,5,3.4,22.4,1.2
"gene-C1H2orf69|C1H2orf69",199,379.666666666667,223.4,300,341,375.8,437.2,368,424,283
"gene-LOC137096590|LOC137096590",0,0,0,0,0,0,0,0,0,0
"gene-LOC132774520|LOC132774520",11.8,25,30.4,78.6,29.8,50,57.8,40.2,8,8
"gene-LOC132765581|LOC132765581",1.4,0,0,0,0,0,1.8,0,0,0
"gene-GPR50|GPR50",0,13.6666666666667,0,5.8,0,3.6,1.4,0.6,0.6,1
"gene-LOC132774475|LOC132774475",324.8,232.666666666667,342.2,226.4,1213.4,259.2,392.4,254.4,187.8,156.6
"gene-LOC137097649|LOC137097649",3.4,3.33333333333333,2.4,5.8,4.2,2.2,3.4,3.6,3.6,3.6
"gene-LOC132781558|LOC132781558",164,905.333333333333,405.2,1280.2,398.4,812,522.4,264.8,72.6,83
"gene-UBXN6|UBXN6",951,1139.66666666667,771.2,1036,1053,1230.6,1687.6,1345.4,1343.6,974
"gene-RSBN1|RSBN1",844.8,1435.33333333333,685.2,1220.8,979,1145,1176.2,937.4,901.6,615.4
"gene-AACS|AACS",105.4,91,453.8,138.8,126,89.4,102,398.6,302.2,452.8
"gene-ENDOV|ENDOV",102.2,197.666666666667,117.8,178.2,178.4,182.4,305.4,223.8,215.4,160.2
"gene-PIMREG|PIMREG",3.4,18.3333333333333,6.6,21.8,16.6,10.4,46.2,10.8,339.6,144.8
"gene-LOC137095564|LOC137095564",166.2,1755.33333333333,136.4,1465.6,125.2,1949.2,335.4,1406.8,408.4,2090.4
"gene-LOC132768361|LOC132768361",1728.6,3938.33333333333,3675.4,3863,2804,5033,2526.6,3456,4514.6,9339.6
"gene-COL7A1|COL7A1",257.6,214,277,146.8,327.4,259.2,407.2,328,477.4,206.8
"gene-LOC132765918|LOC132765918",5,20.6666666666667,9.6,20.6,12,23.4,16.2,29,21.4,13.4
"gene-LOC132777684|LOC132777684",372.8,595,477.2,709.4,529,783.8,832.8,513.6,562,368.2
"gene-RNF228|RNF228",22,89.6666666666667,31.2,86.8,24.2,70,59.2,40.4,16.4,20.6
"gene-LOC137095635|LOC137095635",0,14,0,5.6,0,21.2,0,3.6,0,2.6
"gene-KCND3|KCND3",32.8,26.3333333333333,15.2,27,23,30,17.8,16.4,35.2,28.6
"gene-FXN|FXN",399.4,789.666666666667,403.2,616.2,487.8,623.6,556.2,601.6,930.8,649.4
"gene-ODAD1|ODAD1",420.2,548.666666666667,376,509.8,842,902.8,1374.2,1175.2,1511,1101.8
"gene-NKX2-8|NKX2-8",0,0,0,0,0,0,0,0,0,0
"gene-SLC6A4|SLC6A4",543.8,866,423,656.6,547.6,756.6,803,1121.4,1393,1113.8
"gene-KDR|KDR",169.4,655.666666666667,256.8,585,338.6,619.6,852.8,858,718.2,568.8
"gene-KRAS|KRAS",432.8,380,234.6,350,324.6,446.2,703.6,464.6,553.8,357
"gene-PTPRM|PTPRM",211.8,569.666666666667,251,579.2,291.2,415,477,367.4,349.6,334.4
"gene-ST3GAL2|ST3GAL2",22,40.6666666666667,24.6,37.2,21.8,59.4,45.2,84.4,54.2,73.4
"gene-TSPAN16|TSPAN16",5.6,2,1.6,2.2,2,0,0,2.2,4.4,5.8
"gene-BCL6B|BCL6B",5,37,23,28.8,37.4,42.4,80.2,43.6,61,54.2
"gene-LOC137097239|LOC137097239",0,0,0,1.2,0,0,0,0,0,0
"gene-THPO|THPO",74.8,147.333333333333,92.6,132.2,71.6,96.4,106.8,183.4,104,109.4
"gene-LOC137097326|LOC137097326",44.8,187.333333333333,75.8,169.2,155.8,125,169,111.4,209.2,109.6
"gene-LOC137096102|LOC137096102",19.2,55.3333333333333,31.2,86.4,14.4,98.8,22.4,63.2,32.4,60.8
"gene-EEF1A1|EEF1A1",175163.4,273262.333333333,264377.4,305177.4,389001,255789,320890.6,235184.2,281734.8,199081.8
"gene-LOC137096280|LOC137096280",36,58.3333333333333,42.4,52.8,40.6,41.4,52.4,47.2,74.8,80
"gene-NOP14|NOP14",280.2,453.333333333333,385.6,501.8,344.8,380.8,384.2,341.2,291.8,204.2
"gene-DIPK1B|DIPK1B",0,0,4.4,4.6,0,1.8,0,1.8,0.6,0
"gene-MYO10|MYO10",333.8,2110.66666666667,369.4,989.8,1034.2,1294.4,1066.8,1041.4,1179.2,1109.6
"gene-SNX7|SNX7",212,567.666666666667,341,522,471.6,400,513.8,344.6,443.2,287.6
"gene-LOC137096748|LOC137096748",376.6,311.333333333333,361.2,469.2,250,330.8,304.2,224.8,480,582
"gene-CDC42BPB|CDC42BPB",1677,3008,1598.2,2743,2142.4,2846.6,3749.4,3207.6,3737,3173.8
"gene-LOC137097271|LOC137097271",4.2,7.33333333333333,1.6,1,2.4,4.4,1.8,3.8,6.2,2.6
"gene-LOC137094794|LOC137094794",516.2,614,777.8,738.8,636,534.2,533.8,507.2,701.2,617.4
"gene-LOC132761995|LOC132761995",0,0,2,0,0,2.6,0,0.4,0,0
"gene-TSPAN15|TSPAN15",27,215.666666666667,67,213.2,84,160.8,88.2,156.8,132.6,143.2
"gene-MALRD1|MALRD1",0,0,3.2,0,0,0,0,0,0,0
"gene-TRIM47|TRIM47",574.6,1751,539.6,1253.8,1268.8,1460.6,1954.2,1400,2557.4,1161.8
"gene-LOC132773678|LOC132773678",0,0,0,0,0,1.8,0,0,0,5.6
"gene-LOC132772681|LOC132772681",0,0,0,0,0,0,0,0,0,0
"gene-LOC132772440|LOC132772440",13.8,19.6666666666667,20.2,20,19.2,16.8,23.4,21,21.2,19.6
"gene-FAM135A|FAM135A",153,412,172.6,329.4,230.6,318,382.4,356.4,308.6,285.2
"gene-CLPTM1L|CLPTM1L",3253.4,3883,4510.4,4296.2,4968.6,3126,4431.8,4016,4789.8,3860.8
"gene-LOC137096671|LOC137096671",0,0,0,0,0,0,0,0,0,0
"gene-SNX21|SNX21",60.2,122.333333333333,44.6,61.4,79.8,129.6,181,112.6,134.6,123.8
"gene-LOC137095029|LOC137095029",0.2,0.666666666666667,0.2,0,0.4,0,0.6,0,0.2,0
"gene-LOC132763973|LOC132763973",0,0,0,0,0,0,0,0,0,0
"gene-COL5A1|COL5A1",289.2,731.333333333333,266.2,760.2,608.6,733.8,1504.4,677.6,1615.4,1769.8
"gene-MRPS33|MRPS33",459.2,404.666666666667,447.4,475.2,487,382.4,423.8,327,525.6,560
"gene-SLC38A2|SLC38A2",22955.8,37530.6666666667,19310,20733.8,13207.6,22228,31085.8,28826.2,29049.8,29280.4
"gene-MGARP|MGARP",3288.2,3404,3577.2,4498.2,3393.8,4433.8,5003.4,5514.6,5361.8,6092.2
"gene-LOC132761834|LOC132761834",0,0,0,0,0,0,0,0,0,0
"gene-KPNA6|KPNA6",848.8,1096.33333333333,919.2,974.6,1010.8,993,1344.4,937.6,1180.2,623.4
"gene-LOC132777920|LOC132777920",1102.2,1157,954.4,1421.8,1571.8,1577.8,1040.8,1153.8,882.8,1144.2
"gene-KLHL33|KLHL33",0,0,0,0,0,0,0,0,0.6,0
"gene-MRPL42|MRPL42",391.8,345,365.2,404.8,354.2,302.4,358.6,287.4,373.4,369.4
"gene-LOC132764455|LOC132764455",0,0,0,0,0,0,0,0,0,1
"gene-LOC137097979|LOC137097979",51.8,297.666666666667,110.2,337.2,105.2,199,173.6,89,40.6,39
"gene-SYNCRIP|SYNCRIP",2050.4,3141.66666666667,2297.2,2946.8,2363.8,2599,2878.4,2554.4,2601.8,2146.8
"gene-LOC132767613|LOC132767613",6.8,11.3333333333333,6.2,16.4,10.8,9,17.6,6,16,5.8
"gene-GREB1L|GREB1L",2424.2,2282,2176.4,1996.6,2989.4,3390.6,3546.2,2564.6,4398,2946.8
"gene-TMPRSS2|TMPRSS2",1530.2,3161.66666666667,1466,2036.6,1688.8,1178.6,1335.2,1329.2,3151,1867.6
"gene-LOC132767385|LOC132767385",75.6,88,66.4,100.4,39.8,98.6,88.2,76.2,51.2,62.6
"gene-LOC132766194|LOC132766194",37.6,115.333333333333,43.2,81.6,41,66.2,182.2,110.2,143,176.8
"gene-SCD|SCD",30334.4,4764.66666666667,58265,7676.4,43415.6,3771,219055,107926,59676.8,23287.2
"gene-STARD13|STARD13",146.8,443.333333333333,223.4,347.6,242.2,315.8,433,378.4,481,316.4
"gene-ICA1|ICA1",261,290.666666666667,230.6,268.2,360.8,275,359,276.4,224,205
"gene-TRAIP|TRAIP",28.4,14,32,23,13.6,16.4,44.6,20,221,92.2
"gene-LOC132777570|LOC132777570",8,0,0,0,0,32.8,14,0,0,0
"gene-SLC41A3|SLC41A3",1221.6,210.333333333333,1309,269.6,1392.2,121,635.8,84.6,1043.2,184.6
"gene-LOC132776463|LOC132776463",0.6,0,0.2,0.6,0,0,1.4,0.8,0,0
"gene-FBXO47|FBXO47",8.8,15.3333333333333,0,8.6,0,0,0,1.4,0,0
"gene-LOC137095845|LOC137095845",8444.6,14206.6666666667,14447,17743.2,18617.8,12300.2,15143.4,11175.4,18663,13968.4
"gene-ACOT8|ACOT8",185.8,211.333333333333,195.6,241.6,182.4,220.8,227.4,216.2,298.8,206.8
"gene-SDR39U1|SDR39U1",116,173,163,208.2,144.2,205.4,185.4,154.4,261.4,207.4
"gene-SPMIP10|SPMIP10",6.2,1,0,0.8,2.4,1.4,5.4,2.8,1,5.4
"gene-OSCP1|OSCP1",277.2,637,287.2,540.2,501.2,510.4,600,542.4,574.8,415
"gene-LOC132765178|LOC132765178",79.4,505,116,498.6,168.6,353.4,376.4,206.4,136.4,125.6
"gene-LOC132765406|LOC132765406",0,0,0,0,0,0,0,0,0,0
"gene-PPP1R1B|PPP1R1B",212.2,290.666666666667,187.4,527.4,333.4,427.6,560.4,460,578.4,530.4
"gene-LOC137096625|LOC137096625",2,0,0,3.4,4.8,0,4.4,4.6,1.4,0.8
"gene-LOC132765808|LOC132765808",35.6,63.3333333333333,47,80.8,82.8,73.2,79.6,61.2,87.2,69
"gene-MEGF10|MEGF10",6.8,21.6666666666667,1,17.2,1.8,8.6,1.6,6.8,9.6,4.2
"gene-RBKS|RBKS",1135,1140,1570.8,1476.8,1652.8,1432.6,1251.8,1518.8,1980,2026.4
"gene-LOC132765751|LOC132765751",33.8,19,26.8,32.6,29.2,36.4,42.2,30.4,42.6,22.6
"gene-ADPRHL1|ADPRHL1",69.6,37,60.6,78.2,108,153.4,84.6,67.4,88.8,47.8
"gene-PYM1|PYM1",173.2,325.333333333333,286.4,356.6,320.8,298.8,310,223.2,247.6,230
"gene-LOC132764383|LOC132764383",614.6,741.333333333333,710,1072.8,890,950.6,1011.2,556.4,1325,828.6
"gene-PLCD1|PLCD1",225.8,669.333333333333,317.2,675.6,358.4,576.2,641.6,624.4,600.2,440.2
"gene-LOC137095484|LOC137095484",326.8,404.666666666667,694,525,721.6,349.4,580.6,361.8,823.2,370
"gene-CD2BP2|CD2BP2",1181,1809.33333333333,1206.6,2093.4,1799,2266.6,2090.8,1990.8,1681.2,1598.6
"gene-GPR176|GPR176",0,9,1.6,4.8,1.8,7.8,9.8,5.6,6.6,7.6
"gene-JUP|JUP",1931.2,3519.33333333333,1622.8,2879.6,2733.4,3878,5215.8,3382.6,5213.4,3572.4
"gene-WDR41|WDR41",458.2,450.333333333333,295.8,459.6,560.2,416.8,457.4,323.6,513.2,363.6
"gene-MTERF2|MTERF2",141.4,138.333333333333,108.2,146,129.8,161.8,164,170.2,196.8,136
"gene-LOC132781405|LOC132781405",0.6,0,0,0,0,0,0,0,0,1.4
"gene-CCDC182|CCDC182",0,1,0,0,0,0,0,0,0,0
"gene-LOC132782031|LOC132782031",557.8,416,664,584.6,530.4,392,430.6,273.6,467.4,410.6
"gene-TMEM63B|TMEM63B",1026.4,1967.33333333333,1020.4,2213.8,1592.4,2886.8,3173.4,2079.2,1849.4,1529.6
"gene-CALCOCO2|CALCOCO2",2645.2,4262.66666666667,2715,3229.4,3714.4,3945.6,10273.6,6460.8,8854.2,4449.4
"gene-RPE65|RPE65",103.2,71.6666666666667,66.6,74,77.4,115.8,53.6,53.4,115.4,69
"gene-C10H8orf48|C10H8orf48",30.2,53,22.2,35.8,39,40,42.4,48.8,52,32.6
"gene-LOC132775580|LOC132775580",0,1,10.8,5,0,2.4,0,51.6,0,4.2
"gene-CSF2RB|CSF2RB",317.4,775.333333333333,282.8,771.8,298.6,577,534,357.2,115,132
"gene-PPP4R3B|PPP4R3B",1434.8,2387.66666666667,1503.8,2224.4,1790.8,2415.2,2706.6,2166.8,2702.4,2020.2
"gene-LOC137095545|LOC137095545",0,1.66666666666667,0,0.6,0,0.4,0,0,0,0
"gene-GABRA2|GABRA2",0,6.33333333333333,1.6,2.8,0,0,0.8,0.8,0.6,0
"gene-LOC137094695|LOC137094695",31.6,110.333333333333,52.2,97.4,55.8,101.8,123.8,109.2,183.4,140.2
"gene-LOC132765604|LOC132765604",0,0,0,0,0,0,0,0,0,0
"gene-C1QL2|C1QL2",0,0,0,0,0,0,0,0,0,0
"gene-BRDT|BRDT",1.2,3.33333333333333,11.8,0,1,0,0,0,0,0
"gene-LOC132779004|LOC132779004",1.6,0,2.8,2.6,6.8,0.6,4.8,0,5.4,3
"gene-LOC132780261|LOC132780261",5621.8,7616,8272.6,10394.8,8354.2,11393,9556.6,9677,9617.2,13897.6
"gene-LOC137097950|LOC137097950",0,0,0,0,0,0,0,0,0,0
"gene-LOC132763126|LOC132763126",1.6,18.3333333333333,0,1.8,3,0,0.6,0.8,0,0
"gene-SLC4A5|SLC4A5",0,0,10.6,1.6,0,7,0.8,29.8,0,0
"gene-NOX4|NOX4",6.4,2.33333333333333,6,2.2,7.4,0,0,0,0,0
"gene-LOC132779151|LOC132779151",45,5,9,9.8,0,26.4,21.2,23.6,6.6,26.2
"gene-TRNAF-GAA-2|TRNAF-GAA",0,0,0,0,0,0,0,0,0,0
"gene-LOC132761891|LOC132761891",0,0,0,0.8,0,0.8,0,0,0,0
"gene-USH2A|USH2A",8,60,2.2,23.8,4,19.4,3.8,23.8,19.4,18
"gene-BZW1|BZW1",3924.8,4831,4865.2,6204.4,4122.8,4141,4433.8,4415.6,4619.2,5551.2
"gene-HCFC2|HCFC2",772,1128.33333333333,723.8,1116.4,864.4,1171.4,1072.2,827.8,828.4,690.2
"gene-CCDC73|CCDC73",13.6,11,1.4,5.8,3.2,2.2,7,6.8,12,5.2
"gene-LOC132762796|LOC132762796",1,1.33333333333333,1.4,1.2,1.8,0.6,2.8,2.2,2,1.6
"gene-LOC132766634|LOC132766634",1.2,9.33333333333333,7.2,13,6.4,17.2,24.6,13.8,2.4,4.4
"gene-LOC132765835|LOC132765835",145.4,494.333333333333,173.6,292.4,172.4,437.2,414.2,281.8,482.2,441.6
"gene-LOC132766427|LOC132766427",0,0,0,0,0,0,0,0,0,0
"gene-BLOC1S4|BLOC1S4",914.4,2009.33333333333,1224.6,1904.6,1561.8,1994.8,2429.4,2150.6,2051.4,1686.8
"gene-KIFC2|KIFC2",0,0,0,3.2,0,0,0,0,0.8,0
"gene-SCUBE3|SCUBE3",63.8,40,35.8,54.8,46.6,53,81.2,39,12.8,16.6
"gene-LOC132777106|LOC132777106",1.6,2.66666666666667,4.6,4.4,2.4,4.8,6.6,2.8,2.4,5.6
"gene-MRPL30|MRPL30",786.2,641.666666666667,817.8,789.6,876.2,761.8,764.4,623.4,790.8,606.2
"gene-MAP3K3|MAP3K3",219.8,505.666666666667,261.2,463.8,244.8,404.6,402,449,373.6,315.2
"gene-LOC132770189|LOC132770189",0,0,0,2.2,0,1.4,0,0,0,0
"gene-LOC137095957|LOC137095957",0,0,0,1,0,0.4,1.2,0,0.2,0.8
"gene-LOC137096541|LOC137096541",0,0,1.2,0,0,0,0,0,0,1.4
"gene-LOC132772586|LOC132772586",0,0,0,0,0,0,0,0,0,0
"gene-LOC132774988|LOC132774988",67.2,148,75.6,161.8,125,164.6,178.6,95.8,120.6,105.6
"gene-TRNAN-GUU-7|TRNAN-GUU",0,0,0,0,0.4,0,0,0,0,0
"gene-LOC132773016|LOC132773016",168.2,428.333333333333,221.2,278,238.4,360.4,373.4,301,380.6,321.6
"gene-LOC132782679|LOC132782679",0,0,0,0,0.8,1.4,0,0,0,0
"gene-KAT8|KAT8",476.2,708.333333333333,506.4,688.8,778,670.2,864,632.8,713.6,496.8
"gene-SLC19A2|SLC19A2",471,687.666666666667,374.4,588.4,523.6,354.4,535.4,285.2,352.4,168.2
"gene-LOC132762877|LOC132762877",158,199.333333333333,237.8,325.6,283,164.2,335,411,295,221.8
"gene-LOC132780487|LOC132780487",317.6,809,476.6,695.6,504,890.8,1072.8,946.6,1291.2,984.2
"gene-ARHGAP26|ARHGAP26",196.8,449.333333333333,217.6,501.6,289.6,384.2,450.4,332.6,242.4,216.6
"gene-LOC132766064|LOC132766064",52,86,48.8,87.8,75.2,101.2,126.6,61.6,141.2,97
"gene-LOC132780205|LOC132780205",3562.2,2074.66666666667,2726.6,2057.2,3978.6,1531.6,3249.6,2621.4,8266.6,4119.6
"gene-SHANK1|SHANK1",89.2,29,32,131.8,63.6,64,63,19.8,8.2,10.2
"gene-PHF20L1|PHF20L1",1836.6,2349,1668.8,2380.8,1854,2029.8,2340.8,1805.4,2069.6,1616.4
"gene-FSTL1|FSTL1",451.4,1177.33333333333,330.2,1127.8,979,855,1252.4,895,1287.8,1289.8
"gene-RNF157|RNF157",15.4,56.6666666666667,12.2,38,20.8,16.2,26.4,14,14.4,11.4
"gene-NSG2|NSG2",90.4,244.666666666667,59.8,258.6,98.6,80,92,85.2,89,69.4
"gene-TNKS2|TNKS2",1188.6,2207,1394.8,2203.6,1489.4,1645,1997.6,1496.4,1614.8,1275.6
"gene-LOC132782723|LOC132782723",3.6,7.66666666666667,0,1.6,2.8,2.6,8.4,2,1.8,0
"gene-LOC137095643|LOC137095643",3806.4,11028,6979.4,13414.8,12181.4,18327.8,33219,15080.8,23019.6,37613.4
"gene-LOC132772797|LOC132772797",0,0,0.6,0,0,0,0,0,0,0
"gene-CCDC125|CCDC125",338,414.333333333333,260,367.4,296.2,440.4,350.4,288.2,355.8,302.6
"gene-SOWAHD|SOWAHD",85.8,274,70,234.2,111.2,223.4,149.4,155.8,85.4,105.2
"gene-LOC137095965|LOC137095965",0,0,0,0,0,0,0.6,0,0,0
"gene-LOC132775384|LOC132775384",0,0,0,0,0,0,0,0,0,0
"gene-LOC132777234|LOC132777234",3,2.66666666666667,2.8,3.4,0,0,0,1.2,0,0
"gene-OTX1|OTX1",0.6,0,0,0,0,0,0,0,3,0
"gene-N4BP3|N4BP3",10.8,64.6666666666667,35.8,26.6,37.4,29.4,40.4,28.6,31.2,16.8
"gene-PSMB11|PSMB11",0,0,0,0,0,0,0,0,0,0
"gene-FGD5|FGD5",239.8,415,192.4,387.6,388.2,599,660.6,536.2,601,545.4
"gene-LOC132766677|LOC132766677",3.4,19,6.6,64.2,10.8,45.6,24.2,24.8,8.2,10.6
"gene-LOC132761861|LOC132761861",3.4,2,9.6,0.6,0,0,0,0,2.6,0.2
"gene-SSNA1|SSNA1",362.2,468.666666666667,430,601.6,506,552.2,508.6,414.4,629,540.6
"gene-HSF1|HSF1",253,401,271,405.6,289.4,466.6,385.4,266.2,334,260.8
"gene-LOC132764905|LOC132764905",1.4,0,0.8,0,0,0,0,1.6,0,0
"gene-NPLOC4|NPLOC4",1572.2,2199.33333333333,1904,3013.6,1825.4,2697.8,2440,2617.2,2288.8,2063.4
"gene-LOC137095956|LOC137095956",0,0,0,0.6,0,0,0,0,0,0
"gene-LOC137097551|LOC137097551",41.2,48.3333333333333,39.2,42.6,47.4,52.6,83.2,41.4,69.4,53.4
"gene-LOC137095660|LOC137095660",10.8,104,11.8,56,18.8,47.4,56.8,21.8,11,9.2
"gene-LOC132777921|LOC132777921",2,8.33333333333333,16.6,24.6,22.2,15.6,6.8,11,3,3.2
"gene-LOC132780498|LOC132780498",39,223,156.6,335.8,204.2,257.8,275.2,351.2,304.4,288.6
"gene-VPS39|VPS39",683.6,871.666666666667,532.8,1001,665.2,683,791.2,652.8,527,472.4
"gene-LOC137095360|LOC137095360",35,86.6666666666667,20.8,82.4,114.2,46,133.2,45.2,60.6,95.2
"gene-LOC132781557|LOC132781557",36.4,3.33333333333333,6,11.8,30.2,10,8.4,4.6,1,6
"gene-ARHGAP23|ARHGAP23",151,489.333333333333,165.2,416.6,294.8,373.6,506.4,418,538.2,443.6
"gene-LOC132764484|LOC132764484",0,0,0,0,0,0,0,0,0,0
"gene-MND1|MND1",14,21.3333333333333,24.2,57.4,19.2,24.2,39.2,16.4,199.4,121.6
"gene-CA4|CA4",79.8,245.666666666667,70,173.8,100.6,161.6,110.2,206.2,120.6,106.4
"gene-PHYHIPL|PHYHIPL",345.6,16.6666666666667,9.6,23.4,10.8,23,17.6,129.4,19.6,61.8
"gene-LOC132765543|LOC132765543",142.2,311.333333333333,313.8,432,157.6,233.8,259,110.4,60.4,39.4
"gene-LOC132775272|LOC132775272",0,0,0,0,0,0,0,0,0,0
"gene-CFAP99|CFAP99",65.6,30.6666666666667,24,33.4,34.4,35.8,40.4,21.4,65.6,29
"gene-PIM2|PIM2",229.2,202,122.2,233.4,109.4,120.2,127.2,111,64,48.6
"gene-PALLD|PALLD",1024.6,1419,1380.4,1361.6,1515.4,1810.8,1926.4,819.8,775,466.8
"gene-LOC137096262|LOC137096262",146.2,195.333333333333,152.4,209.4,156.8,182.6,254.4,199.8,248.6,195
"gene-CNOT1|CNOT1",1571.2,2988,2073.2,3380,2137.4,3567.4,3746,2938.8,4038.6,3378.6
"gene-RACK1|RACK1",31013.6,38307.6666666667,35953.6,42798.2,40283.8,30458.2,37787.6,27124.8,49179.6,37872.6
"gene-LOC132780363|LOC132780363",0,0,0,0,0.4,0,0,0,0,0
"gene-PITPNM3|PITPNM3",30.6,44.3333333333333,22,66.4,24.4,33.6,38.6,21.2,4.6,4
"gene-RIPK2|RIPK2",932.8,1454.33333333333,831.2,1188.2,967.6,890.6,1406,835.2,913.2,540.6
"gene-IQSEC3|IQSEC3",3.8,0,2,2.4,2.6,4.6,1.8,1.2,4.8,3.6
"gene-YWHAE|YWHAE",11499.6,17492.3333333333,12574.6,17343,12434.8,16513.2,17292.8,16110.2,21627.4,22487.2
"gene-LOC132763148|LOC132763148",820.8,1198,862.8,1093,744,1286.2,969,1278.6,1679.2,1387.6
"gene-LAMB2|LAMB2",334.6,794.666666666667,378,725,1169.8,1073.6,1776,1859.8,1627.6,956.2
"gene-DEUP1|DEUP1",40.6,46,94.4,64.4,67.6,140.2,105.8,216.6,209.8,156.6
"gene-CXCL14|CXCL14",14.8,76,1.8,6.6,2.4,7.4,0,4.2,2.2,0
"gene-LRIF1|LRIF1",826.8,1156.33333333333,906,1217.2,943.6,1075.6,1049.8,893.6,859.2,734
"gene-LOC132765911|LOC132765911",151.8,241.333333333333,134.8,230,201.4,229,294.8,233.4,354,235.8
"gene-LOC132772391|LOC132772391",0,0,0,0,0,0,0,0,0,0
"gene-CPSF1|CPSF1",145.8,294,231.8,336.4,177.8,305.2,283.2,258,339.2,265.8
"gene-PIGB|PIGB",240.8,269.666666666667,247.6,273.6,267.8,243.8,217.2,228.8,257,290.2
"gene-MFSD2A|MFSD2A",3466.6,119.333333333333,4249.8,102.4,4321.6,162,1279.8,428.8,281,46
"gene-UBA52|UBA52",15394.6,12027.3333333333,14880.6,13191.4,16284,10465.2,15504.2,8777.4,20528.4,12299.2
"gene-LOC132765956|LOC132765956",210.2,209.333333333333,96,150.2,181.2,192,304.4,110.4,156,177.4
"gene-CDKN1B|CDKN1B",1707,3218.33333333333,1619,1924.6,2340.6,1625.2,2641.8,1767.4,2436,1492
"gene-BORCS5|BORCS5",334,570.333333333333,429.6,569.4,458,482,591,570.8,653.2,596.6
"gene-PDZK1|PDZK1",99.2,582.666666666667,148.8,343.6,346.8,446,380.4,174.8,308.2,281.4
"gene-LOC132772909|LOC132772909",13.2,27,8.2,23,18.6,25,32.6,21.6,14.8,19
"gene-DACT1|DACT1",18.4,170.666666666667,30.4,164.2,59.2,121,148,115.2,59.8,100.2
"gene-C7H2orf42|C7H2orf42",270.6,296.666666666667,198.8,287,271.6,247,333.6,233,234.6,213.6
"gene-NTF3|NTF3",392.8,155,352.6,127.8,525,225.6,376,190.4,459.8,278.4
"gene-ACADVL|ACADVL",3337.4,5411,4182,5212.6,5901.4,7493.4,6681.6,5557,7046.4,7425.2
"gene-LOC137095482|LOC137095482",0,0,0,0,0,0,0,0,0,0
"gene-TMEM255A|TMEM255A",67.8,260.333333333333,71.6,202.6,198.6,148.2,145.2,331.8,66.6,93
"gene-ARL5B|ARL5B",241.2,400.666666666667,232,332.8,282.4,344.6,254,305.8,212.8,214
"gene-LOC137097742|LOC137097742",0.6,0.333333333333333,0.4,0.8,0.6,1,0.6,0.2,0.8,0.8
"gene-INPP5A|INPP5A",186.6,414.333333333333,190.2,321,196.2,360.4,448.6,576.2,521.6,476.2
"gene-EPHX4|EPHX4",0,2.66666666666667,7,3.4,2,0,0,1,3,0
"gene-LOC137097972|LOC137097972",0,0,0,0,0,0,0,0,0,0
"gene-NALCN|NALCN",0,0,0,3,0,5.2,0,0,1.4,0
"gene-KDM8|KDM8",366.2,336,361,398,457,329,539.8,253.8,505.6,321.2
